"cod_cidade";"nom_cidade"
3.821;"PRESIDENTE OLEGARIO"
3.823;"PRESIDENTE TANCREDO NEVES"
3.825;"PRIMAVERA"
3.826;"PRIMAVERA"
3.827;"PRIMAVERA DE RONDONIA"
3.828;"PRIMAVERA DO LESTE"
3.829;"PRIMEIRO DE MAIO"
3.830;"PRINCESA"
3.831;"PRINCESA ISABEL"
3.832;"PROFESSOR JAMIL"
3.833;"PROGRESSO"
3.834;"PROMISSAO"
3.835;"PROPRIA"
3.836;"PROTASIO ALVES"
3.837;"PRUDENTOPOLIS"
3.838;"PUGMIL"
3.839;"PUREZA"
3.840;"PUTINGA"
3.841;"PUXINANA"
3.842;"QUADRA"
3.843;"QUARAI"
3.844;"QUARTEL GERAL"
3.845;"QUATA"
3.846;"QUATIGUA"
3.847;"QUATIPURU"
3.848;"QUATIS"
3.849;"QUATRO BARRAS"
3.850;"QUATRO IRMAOS"
3.851;"QUATRO PONTES"
3.852;"QUEBRANGULO"
3.853;"QUEDAS DO IGUACU"
3.854;"QUEIMADA NOVA"
3.855;"QUEIMADAS"
3.856;"QUEIMADAS"
3.857;"QUEIMADOS"
3.858;"QUEIROZ"
3.859;"QUELUZ"
3.860;"QUELUZITA"
3.861;"QUERENCIA"
3.862;"QUERENCIA DO NORTE"
3.863;"QUEVEDOS"
3.864;"QUIJINGUE"
3.865;"QUILOMBO"
3.866;"QUINTA DO SOL"
3.867;"QUINTANA"
3.868;"QUINZE DE NOVEMBRO"
3.869;"QUIPAPA"
3.870;"QUIRINOPOLIS"
3.871;"QUISSAMA"
3.872;"QUITANDINHA"
3.873;"QUITERIANOPOLIS"
3.874;"QUIXABA"
3.875;"QUIXABEIRA"
3.876;"QUIXADA"
3.877;"QUIXELO"
3.878;"QUIXERAMOBIM"
3.879;"QUIXERE"
3.880;"RAFAEL FERNANDES"
3.881;"RAFAEL GODEIRO"
3.882;"RAFAEL JAMBEIRO"
3.883;"RAFARD"
3.884;"RAMILANDIA"
3.885;"RANCHARIA"
3.886;"RANCHO ALEGRE"
3.887;"RANCHO QUEIMADO"
3.888;"RAPOSA"
3.889;"RAPOSOS"
3.890;"RAUL SOARES"
3.891;"REALEZA"
3.892;"REBOUCAS"
3.893;"RECIFE"
3.894;"RECREIO"
3.895;"REDENCAO"
3.896;"REDENCAO"
3.897;"REDENCAO DA SERRA"
3.898;"REDENCAO DO GURGUEIA"
3.899;"REDENTORA"
3.900;"REDUTO"
5.189;"XANXERE"
3.901;"REGENERACAO"
3.902;"REGENTE FEIJO"
3.903;"REGINOPOLIS"
3.904;"REGISTRO"
3.905;"RELVADO"
3.906;"REMANSO"
3.907;"REMIGIO"
3.908;"RENASCENCA"
3.909;"RERIUTABA"
3.910;"RESENDE"
3.911;"RESENDE COSTA"
3.912;"RESERVA"
3.913;"RESERVA DO CABACAL"
3.914;"RESERVA DO IGUACU"
3.915;"RESPLENDOR"
3.916;"RESTINGA"
3.917;"RESTINGA SECA"
3.918;"RETIROLANDIA"
3.919;"RIACHAO"
3.920;"RIACHAO DAS NEVES"
3.921;"RIACHAO DO BACAMARTE"
3.922;"RIACHAO DO DANTAS"
3.923;"RIACHAO DO JACUIPE"
3.924;"RIACHINHO"
3.925;"RIACHO DA CRUZ"
3.926;"RIACHO DAS ALMAS"
3.927;"RIACHO DE SANTANA"
3.928;"RIACHO DOS CAVALOS"
3.929;"RIACHO DOS MACHADOS"
3.930;"RIACHUELO"
3.931;"RIACHUELO"
3.932;"RIALMA"
3.933;"RIANAPOLIS"
3.934;"RIBAMAR FIQUENE"
3.935;"RIBAS DO RIO PARDO"
3.936;"RIBEIRA DO AMPARO"
3.937;"RIBEIRA DO POMBAL"
3.938;"RIBEIRAO"
3.939;"RIBEIRAO BONITO"
3.940;"RIBEIRAO BRANCO"
3.941;"RIBEIRAO CASCALHEIRA"
3.942;"RIBEIRAO CLARO"
3.943;"RIBEIRAO CORRENTE"
3.944;"RIBEIRAO DAS NEVES"
3.945;"RIBEIRAO DO LARGO"
3.946;"RIBEIRAO DO PINHAL"
3.947;"RIBEIRAO DOS INDIOS"
3.948;"RIBEIRAO DO SUL"
3.949;"RIBEIRAO GRANDE"
3.950;"RIBEIRAO PIRES"
3.952;"RIBEIRAO VERMELHO"
3.953;"RIBEIRAOZINHO"
3.954;"RIBEIRO GONCALVES"
3.955;"RIBEIROPOLIS"
3.956;"RIFAINA"
3.958;"RINOPOLIS"
3.959;"RIO ACIMA"
3.960;"RIO AZUL"
3.961;"RIO BANANAL"
3.962;"RIO BOM"
3.963;"RIO BONITO"
3.964;"RIO BONITO DO IGUACU"
3.965;"RIO BRANCO"
3.966;"RIO BRANCO"
3.967;"RIO BRANCO DO IVAI"
3.968;"RIO BRANCO DO SUL"
3.969;"RIO BRILHANTE"
3.970;"RIO CASCA"
3.971;"RIO CLARO"
3.972;"RIO CLARO"
3.973;"RIO CRESPO"
3.974;"RIO DAS ANTAS"
3.975;"RIO DAS FLORES"
3.976;"RIO DAS OSTRAS"
3.977;"RIO DAS PEDRAS"
3.978;"RIO DE CONTAS"
3.979;"RIO DE JANEIRO"
3.980;"RIO DO ANTONIO"
3.981;"RIO DO CAMPO"
3.982;"RIO DO OESTE"
3.983;"RIO DO PIRES"
3.984;"RIO DO PRADO"
3.985;"RIO DOS BOIS"
3.986;"RIO DOS CEDROS"
3.987;"RIO DOS INDIOS"
3.988;"RIO DO SUL"
3.989;"RIO FORMOSO"
3.990;"RIO FORTUNA"
3.991;"RIO GRANDE"
3.992;"RIO GRANDE DA SERRA"
3.993;"RIO GRANDE DO PIAUI"
3.994;"RIOLANDIA"
3.995;"RIO LARGO"
3.996;"RIO MANSO"
3.997;"RIO MARIA"
3.998;"RIO NEGRINHO"
3.999;"RIO NEGRO"
4.000;"RIO NEGRO"
4.001;"RIO NOVO"
4.002;"RIO NOVO DO SUL"
4.003;"RIO PARANAIBA"
4.004;"RIO PARDO"
4.005;"RIO PARDO DE MINAS"
4.006;"RIO PIRACICABA"
4.007;"RIO POMBA"
4.008;"RIO PRETO DA EVA"
4.009;"RIO QUENTE"
4.010;"RIO REAL"
4.011;"RIO RUFINO"
4.012;"RIO SONO"
4.013;"RIO TINTO"
4.014;"RIO VERDE"
4.015;"RIO VERDE DE MATO GROSSO"
4.016;"RIO VERMELHO"
4.017;"RIOZINHO"
4.018;"RIQUEZA"
4.019;"RITAPOLIS"
4.020;"RIVERSUL"
4.021;"ROCA SALES"
4.022;"ROCHEDO"
4.023;"RODEIO"
4.024;"RODEIO BONITO"
4.025;"RODEIRO"
4.026;"RODELAS"
4.027;"RODOLFO FERNANDES"
4.028;"RODRIGUES ALVES"
4.029;"ROLADOR"
4.030;"ROLANDIA"
4.031;"ROLANTE"
4.032;"ROLIM DE MOURA"
4.033;"ROMARIA"
4.034;"ROMELANDIA"
4.035;"RONCADOR"
4.036;"RONDA ALTA"
4.037;"RONDINHA"
4.038;"RONDOLANDIA"
4.039;"RONDON"
4.040;"RONDON DO PARA"
4.041;"RONDONOPOLIS"
4.042;"ROQUE GONZALES"
4.043;"RORAINOPOLIS"
4.044;"ROSANA"
4.045;"ROSARIO"
4.046;"ROSARIO DO CATETE"
4.047;"ROSARIO DO IVAI"
4.048;"ROSARIO DO SUL"
4.049;"ROSARIO OESTE"
4.050;"ROSEIRA"
4.051;"ROTEIRO"
4.052;"RUBELITA"
4.053;"RUBIACEA"
4.054;"RUBIATABA"
4.055;"RUBIM"
4.056;"RUBINEIA"
4.057;"RUROPOLIS"
4.058;"RUSSAS"
4.059;"RUY BARBOSA"
4.060;"SABARA"
4.061;"SABAUDIA"
4.062;"SABINO"
4.063;"SABINOPOLIS"
4.064;"SABOEIRO"
4.065;"SACRAMENTO"
4.066;"SAGRADA FAMILIA"
4.067;"SAGRES"
4.068;"SAIRE"
4.069;"SALDANHA MARINHO"
4.070;"SALES"
4.071;"SALES OLIVEIRA"
4.072;"SALESOPOLIS"
4.073;"SALETE"
4.074;"SALGADO"
4.075;"SALGADO DE SAO FELIX"
4.076;"SALGADO FILHO"
4.077;"SALGUEIRO"
4.078;"SALINAS"
4.080;"SALITRE"
4.081;"SALMOURAO"
4.082;"SALOA"
4.083;"SALTINHO"
4.084;"SALTINHO"
4.085;"SALTO"
4.086;"SALTO DE PIRAPORA"
4.087;"SALTO DO CEU"
4.088;"SALTO DO ITARARE"
4.089;"SALTO DO JACUI"
4.090;"SALTO DO LONTRA"
4.091;"SALTO GRANDE"
4.092;"SALTO VELOSO"
4.093;"SALVADOR"
4.094;"SALVADOR DAS MISSOES"
4.095;"SALVADOR DO SUL"
4.096;"SALVATERRA"
4.097;"SAMPAIO"
4.098;"SANANDUVA"
4.099;"SANCLERLANDIA"
4.100;"SANDOLANDIA"
4.101;"SANDOVALINA"
4.102;"SANGAO"
4.103;"SANHARO"
4.104;"SANTA ADELIA"
4.105;"SANTA ALBERTINA"
4.106;"SANTA AMELIA"
4.107;"SANTA BARBARA"
4.108;"SANTA BARBARA"
4.109;"SANTA BARBARA DE GOIAS"
4.110;"SANTA BARBARA DO LESTE"
4.111;"SANTA BARBARA DO MONTE VERDE"
4.112;"SANTA BARBARA DO OESTE"
4.114;"SANTA BARBARA DO SUL"
4.115;"SANTA BARBARA DO TUGURIO"
4.116;"SANTA BRANCA"
4.117;"SANTA BRIGIDA"
4.118;"SANTA CARMEM"
4.119;"SANTA CECILIA"
4.120;"SANTA CECILIA DE UMBUZEIRO"
4.121;"SANTA CECILIA DO PAVAO"
4.122;"SANTA CECILIA DO SUL"
4.123;"SANTA CLARA DO SUL"
4.124;"SANTA CRUZ"
4.125;"SANTA CRUZ"
4.126;"SANTA CRUZ"
4.127;"SANTA CRUZ CABRALIA"
4.128;"SANTA CRUZ DA BAIXA VERDE"
4.129;"SANTA CRUZ DA CONCEICAO"
4.130;"SANTA CRUZ DA ESPERANCA"
4.132;"SANTA CRUZ DA VITORIA"
4.133;"SANTA CRUZ DE GOIAS"
4.134;"SANTA CRUZ DE MONTE CASTELO"
4.135;"SANTA CRUZ DE SALINAS"
4.136;"SANTA CRUZ DO CAPIBARIBE"
4.137;"SANTA CRUZ DO ESCALVADO"
4.138;"SANTA CRUZ DO PIAUI"
4.139;"SANTA CRUZ DO RIO PARDO"
4.140;"SANTA CRUZ DOS MILAGRES"
4.141;"SANTA CRUZ DO SUL"
4.142;"SANTA CRUZ DO XINGU"
4.143;"SANTA EFIGENIA DE MINAS"
4.145;"SANTA FE"
4.146;"SANTA FE DE GOIAS"
4.147;"SANTA FE DE MINAS"
4.148;"SANTA FE DO ARAGUAIA"
4.149;"SANTA FE DO SUL"
4.150;"SANTA FILOMENA"
4.151;"SANTA FILOMENA"
4.152;"SANTA FILOMENA DO MARANHAO"
4.153;"SANTA GERTRUDES"
4.154;"SANTA HELENA"
4.155;"SANTA HELENA"
4.156;"SANTA HELENA"
4.157;"SANTA HELENA DE GOIAS"
4.158;"SANTA HELENA DE MINAS"
4.159;"SANTA INES"
4.160;"SANTA INES"
4.161;"SANTA INES"
4.162;"SANTA ISABEL"
4.163;"SANTA ISABEL"
4.164;"SANTA ISABEL DO IVAI"
4.166;"SANTA ISABEL DO RIO NEGRO"
4.167;"SANTA IZABEL DO OESTE"
4.168;"SANTA JULIANA"
4.170;"SANTA LUCIA"
4.171;"SANTALUZ"
4.172;"SANTA LUZIA"
4.173;"SANTA LUZIA"
4.174;"SANTA LUZIA"
4.175;"SANTA LUZIA"
4.176;"SANTA LUZIA DO ITANHY"
4.177;"SANTA LUZIA DO NORTE"
4.178;"SANTA LUZIA DO OESTE"
4.179;"SANTA LUZIA DO PARA"
4.180;"SANTA LUZIA DO PARUA"
4.181;"SANTA MARGARIDA"
4.182;"SANTA MARIA"
4.183;"SANTA MARIA"
4.184;"SANTA MARIA"
4.185;"SANTA MARIA DA BOA VISTA"
4.186;"SANTA MARIA DAS BARREIRAS"
4.187;"SANTA MARIA DA SERRA"
4.188;"SANTA MARIA DA VITORIA"
4.189;"SANTA MARIA DE ITABIRA"
4.191;"SANTA MARIA DO CAMBUCA"
4.192;"SANTA MARIA DO HERVAL"
4.193;"SANTA MARIA DO OESTE"
4.194;"SANTA MARIA DO PARA"
4.195;"SANTA MARIA DO SALTO"
4.196;"SANTA MARIA DO SUACUI"
4.197;"SANTA MARIA DO TOCANTINS"
4.198;"SANTA MARIA MADALENA"
4.199;"SANTA MARIANA"
4.200;"SANTA MERCEDES"
4.201;"SANTA MONICA"
4.202;"SANTANA"
4.203;"SANTANA"
4.204;"SANTANA DA BOA VISTA"
4.205;"SANTANA DA PONTE PENSA"
4.206;"SANTANA DA VARGEM"
4.207;"SANTANA DE CATAGUASES"
4.208;"SANTANA DE MANGUEIRA"
4.209;"SANTANA DE PARNAIBA"
4.210;"SANTANA DO ACARAU"
4.211;"SANTANA DO ARAGUAIA"
4.212;"SANTANA DO CARIRI"
4.213;"SANTANA DO GARAMBEU"
4.214;"SANTANA DO IPANEMA"
4.215;"SANTANA DO ITARARE"
4.216;"SANTANA DO JACARE"
4.217;"SANTANA DO LIVRAMENTO"
4.218;"SANTANA DO MANHUACU"
4.219;"SANTANA DO MATOS"
4.220;"SANTANA DO MUNDAU"
4.221;"SANTANA DO PARAISO"
4.222;"SANTANA DO RIACHO"
4.223;"SANTANA DO SERIDO"
4.224;"SANTANA DOS MONTES"
4.225;"SANTANOPOLIS"
4.226;"SANTA QUITERIA"
4.227;"SANTA QUITERIA DO MARANHAO"
4.228;"SANTAREM"
4.229;"SANTA RITA"
4.230;"SANTA RITA"
4.231;"SANTA RITA DE CALDAS"
4.232;"SANTA RITA DE CASSIA"
4.233;"SANTA RITA DE JACUTINGA"
4.234;"SANTA RITA DE MINAS"
4.235;"SANTA RITA DO ARAGUAIA"
4.236;"SANTA RITA DO IBITIPOCA"
4.237;"SANTA RITA DO ITUETO"
4.238;"SANTA RITA DO PARDO"
4.240;"SANTA RITA DO SAPUCAI"
4.241;"SANTA RITA DO TOCANTINS"
4.242;"SANTA RITA DO TRIVELATO"
4.243;"SANTA ROSA"
4.244;"SANTA ROSA"
4.245;"SANTA ROSA DA SERRA"
4.246;"SANTA ROSA DE GOIAS"
4.247;"SANTA ROSA DE LIMA"
4.249;"SANTA ROSA DO PIAUI"
4.250;"SANTA ROSA DO SUL"
4.251;"SANTA ROSA DO TOCANTINS"
4.252;"SANTA SALETE"
4.253;"SANTA TERESA"
4.254;"SANTA TERESINHA"
4.255;"SANTA TEREZA"
4.256;"SANTA TEREZA DE GOIAS"
4.257;"SANTA TEREZA DO OESTE"
4.258;"SANTA TEREZINHA"
4.259;"SANTA TEREZINHA"
4.260;"SANTA TEREZINHA"
4.261;"SANTA TEREZINHA"
4.262;"SANTA TEREZINHA DE GOIAS"
4.263;"SANTA TEREZINHA DE ITAIPU"
4.264;"SANTA TEREZINHA DO PROGRESSO"
4.265;"SANTA TEREZINHA DO TOCANTINS"
4.266;"SANTA VITORIA"
4.267;"SANTA VITORIA DO PALMAR"
4.268;"SANTIAGO"
4.269;"SANTIAGO DO SUL"
4.270;"SANTO AFONSO"
4.271;"SANTO AMARO"
4.272;"SANTO AMARO DA IMPERATRIZ"
4.273;"SANTO AMARO DAS BROTAS"
4.275;"SANTO ANDRE"
4.276;"SANTO ANDRE"
4.277;"SANTO ANGELO"
4.278;"SANTO ANTONIO"
4.279;"SANTO ANTONIO DA ALEGRIA"
4.280;"SANTO ANTONIO DA BARRA"
4.281;"SANTO ANTONIO DA PATRULHA"
4.282;"SANTO ANTONIO DA PLATINA"
4.283;"SANTO ANTONIO DAS MISSOES"
4.284;"SANTO ANTONIO DE JESUS"
4.285;"SANTO ANTONIO DE LISBOA"
4.286;"SANTO ANTONIO DE PADUA"
4.287;"SANTO ANTONIO DE POSSE"
4.288;"SANTO ANTONIO DO AMPARO"
4.289;"SANTO ANTONIO DO ARACANGUA"
4.290;"SANTO ANTONIO DO AVENTUREIRO"
4.291;"SANTO ANTONIO DO CAIUA"
4.292;"SANTO ANTONIO DO DESCOBERTO"
4.293;"SANTO ANTONIO DO GRAMA"
4.294;"SANTO ANTONIO DO ICA"
4.295;"SANTO ANTONIO DO ITAMBE"
4.296;"SANTO ANTONIO DO JACINTO"
4.297;"SANTO ANTONIO DO JARDIM"
4.298;"SANTO ANTONIO DO LEVERGER"
4.299;"SANTO ANTONIO DO MONTE"
4.300;"SANTO ANTONIO DO PALMA"
4.301;"SANTO ANTONIO DO PARAISO"
4.302;"SANTO ANTONIO DO PINHAL"
4.303;"SANTO ANTONIO DO PLANALTO"
4.304;"SANTO ANTONIO DO RETIRO"
4.305;"SANTO ANTONIO DOS LOPES"
4.306;"SANTO ANTONIO DO SUDOESTE"
4.307;"SANTO ANTONIO DO TAUA"
4.308;"SANTO AUGUSTO"
4.309;"SANTO CRISTO"
4.310;"SANTO ESTEVAO"
4.311;"SANTO EXPEDITO"
4.312;"SANTO EXPEDITO DO SUL"
4.313;"SANTO HIPOLITO"
4.314;"SANTO INACIO"
4.315;"SANTOPOLIS DO AGUAPEI"
4.316;"SANTOS"
4.317;"SANTOS DUMONT"
4.318;"SAO BENEDITO"
4.319;"SAO BENEDITO DO RIO PRETO"
4.320;"SAO BENTINHO"
4.321;"SAO BENTO"
4.322;"SAO BENTO"
4.323;"SAO BENTO ABADE"
4.324;"SAO BENTO DO NORTE"
4.325;"SAO BENTO DO SAPUCAI"
4.326;"SAO BENTO DO SUL"
4.327;"SAO BENTO DO UNA"
4.328;"SAO BERNARDINO"
4.329;"SAO BERNARDO"
4.330;"SAO BERNARDO DO CAMPO"
4.331;"SAO BONIFACIO"
4.332;"SAO BORJA"
4.333;"SAO BRAS DO SUACUI"
4.334;"SAO BRAZ DO PIAUI"
4.335;"SAO CAETANO DE ODIVELAS"
4.336;"SAO CAETANO DO SUL"
4.337;"SAO CAITANO"
4.339;"SAO CARLOS"
4.340;"SAO CARLOS DO IVAI"
4.341;"SAO CRISTOVAO"
4.342;"SAO CRISTOVAO DO SUL"
4.343;"SAO DESIDERIO"
4.344;"SAO DOMINGOS"
4.345;"SAO DOMINGOS"
4.346;"SAO DOMINGOS"
4.347;"SAO DOMINGOS"
4.348;"SAO DOMINGOS DO ARAGUAIA"
4.349;"SAO DOMINGOS DO AZEITAO"
4.350;"SAO DOMINGOS DO CAPIM"
4.351;"SAO DOMINGOS DO CARIRI"
4.352;"SAO DOMINGOS DO MARANHAO"
4.354;"SAO DOMINGOS DO PRATA"
4.355;"SAO DOMINGOS DO SUL"
4.356;"SAO FELIPE"
4.357;"SAO FELIX"
4.358;"SAO FELIX DE MINAS"
4.359;"SAO FELIX DO ARAGUAIA"
4.360;"SAO FELIX DO CORIBE"
4.361;"SAO FELIX DO PIAUI"
4.362;"SAO FELIX DO TOCANTINS"
4.363;"SAO FELIX DO XINGU"
4.364;"SAO FERNANDO"
4.365;"SAO FIDELIS"
4.366;"SAO FRANCISCO"
4.367;"SAO FRANCISCO"
4.368;"SAO FRANCISCO DE ASSIS"
4.369;"SAO FRANCISCO DE ASSIS DO PIAUI"
4.370;"SAO FRANCISCO DE GOIAS"
4.371;"SAO FRANCISCO DE ITABAPOANA"
4.372;"SAO FRANCISCO DE PAULA"
4.373;"SAO FRANCISCO DE PAULA"
4.374;"SAO FRANCISCO DE SALES"
4.375;"SAO FRANCISCO DO BREJAO"
4.376;"SAO FRANCISCO DO CONDE"
4.377;"SAO FRANCISCO DO GLORIA"
4.378;"SAO FRANCISCO DO GUAPORE"
4.379;"SAO FRANCISCO DO OESTE"
4.380;"SAO FRANCISCO DO PARA"
4.381;"SAO FRANCISCO DO SUL"
4.382;"SAO GABRIEL"
4.383;"SAO GABRIEL"
4.384;"SAO GABRIEL DA CACHOEIRA"
4.386;"SAO GABRIEL DO OESTE"
4.387;"SAO GERALDO"
4.388;"SAO GERALDO DA PIEDADE"
4.389;"SAO GERALDO DO ARAGUAIA"
4.390;"SAO GERALDO DO BAIXIO"
4.391;"SAO GONCALO"
4.392;"SAO GONCALO DO ABAETE"
4.393;"SAO GONCALO DO AMARANTE"
4.394;"SAO GONCALO DO AMARANTE"
4.395;"SAO GONCALO DO GURGUEIA"
4.396;"SAO GONCALO DO PARA"
4.397;"SAO GONCALO DO RIO ABAIXO"
4.398;"SAO GONCALO DO RIO PRETO"
4.399;"SAO GONCALO DO SAPUCAI"
4.400;"SAO GONCALO DOS CAMPOS"
4.401;"SAO GOTARDO"
4.402;"SAO JERONIMO"
4.403;"SAO JERONIMO DA SERRA"
4.404;"SAO JOAO"
4.405;"SAO JOAO"
4.406;"SAO JOAO BATISTA"
4.407;"SAO JOAO BATISTA"
4.408;"SAO JOAO DA BALIZA"
4.409;"SAO JOAO DA BARRA"
4.411;"SAO JOAO DA CANABRAVA"
4.412;"SAO JOAO DA FRONTEIRA"
4.413;"SAO JOAO DA LAGOA"
4.414;"SAO JOAO DA MATA"
4.415;"SAO JOAO DA PARAUNA"
4.416;"SAO JOAO DA PONTE"
4.417;"SAO JOAO DAS DUAS PONTES"
4.418;"SAO JOAO DA SERRA"
4.419;"SAO JOAO DAS MISSOES"
4.420;"SAO JOAO DA URTIGA"
4.421;"SAO JOAO DE IRACEMA"
4.422;"SAO JOAO DEL REI"
4.423;"SAO JOAO DE MERITI"
4.424;"SAO JOAO DE PIRABAS"
4.425;"SAO JOAO DO ARAGUAIA"
4.426;"SAO JOAO DO ARRAIAL"
5.190;"XAPURI"
4.427;"SAO JOAO DO CAIUA"
4.428;"SAO JOAO DO CARIRI"
4.429;"SAO JOAO DO ITAPERIU"
4.430;"SAO JOAO DO IVAI"
4.431;"SAO JOAO DO JAGUARIBE"
4.432;"SAO JOAO DO MANHUACU"
4.433;"SAO JOAO DO MANTENINHA"
4.434;"SAO JOAO DO OESTE"
4.435;"SAO JOAO DO ORIENTE"
4.436;"SAO JOAO DO PACUI"
4.437;"SAO JOAO DO PARAISO"
4.438;"SAO JOAO DO PARAISO"
4.439;"SAO JOAO DO PIAUI"
4.440;"SAO JOAO DO POLESINE"
4.441;"SAO JOAO DO RIO DO PEIXE"
4.442;"SAO JOAO DO SABUGI"
4.443;"SAO JOAO DO SOTER"
4.444;"SAO JOAO DOS PATOS"
4.445;"SAO JOAO DO SUL"
4.446;"SAO JOAO DO TRIUNFO"
4.447;"SAO JOAO EVANGELISTA"
4.448;"SAO JOAO NEPOMUCENO"
4.449;"SAO JOAQUIM"
4.451;"SAO JOAQUIM DE BICAS"
4.452;"SAO JOAQUIM DO MONTE"
4.453;"SAO JORGE"
4.454;"SAO JORGE DO IVAI"
4.455;"SAO JORGE DO PATROCINIO"
4.456;"SAO JOSE"
4.457;"SAO JOSE DA BARRA"
4.458;"SAO JOSE DA BELA VISTA"
4.459;"SAO JOSE DA BOA VISTA"
4.460;"SAO JOSE DA COROA GRANDE"
4.461;"SAO JOSE DA LAGOA TAPADA"
4.462;"SAO JOSE DA LAJE"
4.463;"SAO JOSE DA LAPA"
4.464;"SAO JOSE DA SAFIRA"
4.465;"SAO JOSE DAS MISSOES"
4.466;"SAO JOSE DAS PALMEIRAS"
4.467;"SAO JOSE DA TAPERA"
4.468;"SAO JOSE DA VARGINHA"
4.469;"SAO JOSE DA VITORIA"
4.470;"SAO JOSE DE CAIANA"
4.471;"SAO JOSE DE ESPINHARAS"
4.472;"SAO JOSE DE MIPIBU"
4.473;"SAO JOSE DE PIRANHAS"
4.474;"SAO JOSE DE RIBAMAR"
4.475;"SAO JOSE DE UBA"
4.476;"SAO JOSE DO BARREIRO"
4.477;"SAO JOSE DO BELMONTE"
4.478;"SAO JOSE DO BONFIM"
4.479;"SAO JOSE DO CALCADO"
4.480;"SAO JOSE DO CAMPESTRE"
4.481;"SAO JOSE DO CEDRO"
4.482;"SAO JOSE DO CERRITO"
4.483;"SAO JOSE DO DIVINO"
4.484;"SAO JOSE DO DIVINO"
4.485;"SAO JOSE DO EGITO"
4.486;"SAO JOSE DO GOIABAL"
4.487;"SAO JOSE DO HERVAL"
4.488;"SAO JOSE DO HORTENCIO"
4.489;"SAO JOSE DO INHACORA"
4.490;"SAO JOSE DO JACUIPE"
4.491;"SAO JOSE DO JACURI"
4.492;"SAO JOSE DO MANTIMENTO"
4.493;"SAO JOSE DO NORTE"
4.494;"SAO JOSE DO OURO"
4.495;"SAO JOSE DO PIAUI"
4.496;"SAO JOSE DO POVO"
4.497;"SAO JOSE DO RIO CLARO"
4.498;"SAO JOSE DO RIO PARDO"
4.500;"SAO JOSE DO SABUGI"
4.501;"SAO JOSE DOS AUSENTES"
4.502;"SAO JOSE DOS CAMPOS"
4.503;"SAO JOSE DOS CORDEIROS"
4.504;"SAO JOSE DO SERIDO"
4.505;"SAO JOSE DOS PINHAIS"
4.506;"SAO JOSE DOS QUATRO MARCOS"
4.507;"SAO JOSE DO VALE DO RIO PRETO"
4.508;"SAO JOSE DO XINGU"
4.509;"SAO JULIAO"
4.510;"SAO LEOPOLDO"
4.511;"SAO LOURENCO"
4.512;"SAO LOURENCO DA MATA"
4.513;"SAO LOURENCO DA SERRA"
4.514;"SAO LOURENCO DO OESTE"
4.515;"SAO LOURENCO DO SUL"
4.516;"SAO LUDGERO"
4.517;"SAO LUIS"
4.518;"SAO LUIS DE MONTES BELOS"
4.519;"SAO LUIS DO CURU"
4.520;"SAO LUIS DO PARAITINGA"
4.521;"SAO LUIS DO QUITUNDE"
4.522;"SAO LUIS GONZAGA DO MARANHAO"
4.523;"SAO LUIZ"
4.524;"SAO LUIZ DO NORTE"
4.525;"SAO LUIZ GONZAGA"
4.526;"SAO MAMEDE"
4.527;"SAO MANOEL DO PARANA"
4.528;"SAO MANUEL"
4.529;"SAO MARCOS"
4.530;"SAO MARTINHO"
4.531;"SAO MARTINHO"
4.532;"SAO MARTINHO DA SERRA"
4.534;"SAO MATEUS DO MARANHAO"
4.535;"SAO MATEUS DO SUL"
4.536;"SAO MIGUEL"
4.537;"SAO MIGUEL ARCANJO"
4.538;"SAO MIGUEL DA BAIXA GRANDE"
4.539;"SAO MIGUEL DA BOA VISTA"
4.540;"SAO MIGUEL DAS MATAS"
4.541;"SAO MIGUEL DAS MISSOES"
4.542;"SAO MIGUEL DE TAIPU"
4.543;"SAO MIGUEL DE TOUROS"
4.544;"SAO MIGUEL DO ANTA"
4.545;"SAO MIGUEL DO ARAGUAIA"
4.546;"SAO MIGUEL DO GUAMA"
4.547;"SAO MIGUEL DO GUAPORE"
4.548;"SAO MIGUEL DO IGUACU"
4.549;"SAO MIGUEL DO PASSA QUATRO"
4.550;"SAO MIGUEL DOS CAMPOS"
4.551;"SAO MIGUEL DOS MILAGRES"
4.552;"SAO MIGUEL DO TAPUIO"
4.553;"SAO NICOLAU"
4.554;"SAO PATRICIO"
4.555;"SAO PAULO"
4.556;"SAO PAULO DAS MISSOES"
4.557;"SAO PAULO DE OLIVENCA"
4.558;"SAO PAULO DO POTENGI"
4.559;"SAO PEDRO"
4.560;"SAO PEDRO"
4.561;"SAO PEDRO DA ALDEIA"
4.562;"SAO PEDRO DA CIPA"
4.563;"SAO PEDRO DA SERRA"
4.564;"SAO PEDRO DAS MISSOES"
4.565;"SAO PEDRO DA UNIAO"
4.566;"SAO PEDRO DE ALCANTARA"
4.567;"SAO PEDRO DO BUTIA"
4.568;"SAO PEDRO DO IGUACU"
4.569;"SAO PEDRO DO IVAI"
4.570;"SAO PEDRO DO PARANA"
4.571;"SAO PEDRO DO PIAUI"
4.572;"SAO PEDRO DOS CRENTES"
4.573;"SAO PEDRO DOS FERROS"
4.574;"SAO PEDRO DO SUL"
4.575;"SAO PEDRO DO TURVO"
4.576;"SAO RAFAEL"
4.577;"SAO RAIMUNDO DAS MANGABEIRAS"
4.578;"SAO RAIMUNDO NONATO"
4.579;"SAO ROMAO"
4.580;"SAO ROQUE"
